temperature,humidity,motion_detected,current_time,hvac_target_temperature,light_state,fan_state
19.7,84,1,18,0,0,0
16.5,63,1,9,24,0,0
20.4,62,0,17,0,1,1
19.1,56,0,14,0,0,1
27.6,85,1,0,22,0,1
19.7,36,0,4,0,0,0
26.8,59,0,4,22,1,1
28.4,57,0,7,22,1,0
21.5,80,0,21,0,0,0
28.6,28,1,21,22,0,0
20.7,80,0,21,0,1,1
29.5,35,0,19,22,1,1
16.3,21,0,14,24,0,0
25.3,62,1,16,22,0,0
22.4,61,1,18,0,0,1
20.8,76,1,12,0,1,1
24.5,86,0,21,0,1,0
25.6,49,0,20,22,0,0
15.1,32,1,9,24,1,1
17.5,38,0,16,24,0,1
25.7,26,1,4,22,0,0
25.0,28,0,17,0,1,0
29.5,73,0,16,22,1,0
26.4,80,0,3,22,1,0
29.3,21,1,21,22,0,0
25.5,69,1,6,22,0,1
19.5,50,0,4,0,1,0
16.6,52,0,7,24,1,1
26.7,30,1,7,22,0,1
24.7,52,0,10,0,0,0
15.7,26,1,8,24,1,1
20.4,50,0,18,0,1,0
29.4,67,0,18,22,1,0
22.5,66,0,8,0,1,0
21.5,72,0,22,0,0,0
21.9,38,0,19,0,1,0
18.1,25,0,16,0,1,0
20.5,68,0,15,0,0,0
20.5,69,0,6,0,1,0
15.8,31,0,21,24,1,0
26.5,42,1,2,22,0,0
21.2,73,0,20,0,1,0
27.3,88,0,18,22,1,0
27.8,78,0,7,22,1,1
18.2,55,0,4,0,1,0
24.9,22,1,5,0,0,0
22.1,77,0,1,0,1,0
28.2,74,1,23,22,0,0
18.2,76,0,18,0,1,0
25.2,36,0,12,22,0,0
24.1,58,0,5,0,0,0
19.4,87,1,5,0,0,0
17.0,74,1,1,24,0,0
24.8,64,0,23,0,0,0
26.1,20,1,4,22,0,0
19.7,40,0,10,0,1,1
24.7,40,1,10,0,1,1
20.9,71,0,23,0,1,0
25.7,62,0,13,22,1,0
18.0,71,0,12,0,1,0
28.4,86,1,7,22,0,0
19.3,63,1,14,0,1,1
20.5,51,1,11,0,1,1
15.9,29,1,2,24,0,0
16.7,83,0,20,24,1,0
22.7,88,1,22,0,0,0
19.0,87,1,4,0,1,1
27.5,47,0,5,22,1,0
15.2,72,0,1,24,1,0
20.7,70,0,7,0,0,0
20.1,72,1,4,0,0,0
15.3,23,1,21,24,1,1
16.9,36,1,16,24,0,0
21.2,86,1,1,0,0,0
22.4,66,1,10,0,1,1
21.1,75,1,3,0,1,1
23.0,42,1,10,0,0,0
23.9,37,0,8,0,0,0
15.1,20,0,5,24,1,1
22.0,54,0,23,0,0,0
29.5,83,1,1,22,0,0
22.8,77,0,14,0,1,0
25.2,78,0,4,22,1,0
19.7,20,0,11,0,1,1
26.6,22,0,12,22,0,0
26.6,86,0,16,22,1,0
22.8,56,0,3,0,1,0
29.6,48,0,9,22,1,0
16.9,52,0,0,24,0,0
15.3,80,0,10,24,1,0
26.6,23,0,15,22,1,0
27.1,33,0,10,22,1,0
16.8,52,0,8,24,0,0
19.0,41,0,1,0,1,0
15.3,67,0,6,24,1,0
19.4,22,1,18,0,1,1
26.6,42,0,17,22,0,0
22.8,87,0,19,0,0,0
20.2,40,0,6,0,0,0
20.6,62,0,22,0,0,0
15.0,45,0,8,24,1,1
19.5,60,0,11,0,0,0
24.7,57,0,2,0,0,0
29.6,30,0,22,22,0,0
27.7,48,0,21,22,0,0
15.4,79,1,15,24,1,1
28.5,86,0,6,22,1,0
26.7,84,1,22,22,1,1
26.7,80,0,4,22,0,0
21.9,38,0,22,0,1,0
21.0,65,0,6,0,0,0
19.5,68,1,18,0,0,0
16.0,41,0,16,24,1,0
18.4,76,0,15,0,1,0
18.7,33,0,20,0,0,1
22.3,63,0,23,0,0,0
26.2,35,1,20,22,1,1
22.1,31,0,18,0,1,0
15.9,74,0,17,24,0,0
29.4,70,0,18,22,1,0
29.1,58,0,3,22,1,0
26.8,52,0,0,22,0,0
29.9,52,0,3,22,0,0
23.2,48,0,3,0,0,0
29.4,88,1,8,22,1,1
16.1,89,0,7,24,0,0
20.5,50,1,1,0,1,1
18.4,50,0,22,0,1,0
17.9,65,0,5,24,0,1
17.1,71,0,22,24,0,0
24.3,29,1,10,0,1,1
26.7,60,0,3,22,0,0
23.7,22,0,13,0,1,1
17.2,78,0,20,24,0,1
27.2,71,1,21,22,0,0
24.5,53,0,8,0,1,0
20.8,68,0,1,0,0,1
25.1,47,0,0,22,1,1
18.9,32,1,3,0,0,0
20.2,88,1,11,0,1,1
28.8,86,0,4,22,1,1
19.4,80,0,8,0,1,0
22.0,79,1,21,0,1,1
28.4,90,1,3,22,0,1
25.6,43,0,15,22,0,1
15.9,82,1,1,24,0,1
17.2,80,0,15,24,0,0
15.1,42,0,15,24,1,0
24.5,49,1,20,0,0,1
21.7,79,0,23,0,1,0
17.0,37,1,23,24,0,0
29.4,75,0,21,22,1,0
22.9,72,0,10,0,1,0
18.6,26,1,0,0,0,0
22.5,88,0,14,0,1,0
25.2,71,0,23,22,0,0
16.1,23,1,3,24,0,0
19.1,53,0,17,0,1,0
27.1,88,0,16,22,0,0
21.9,52,1,6,0,1,1
23.2,88,0,17,0,0,0
21.5,57,1,12,0,1,1
15.7,45,1,19,24,0,0
17.5,20,0,19,24,1,0
21.7,23,0,9,0,1,0
18.1,58,1,0,0,0,0
15.7,73,0,1,24,0,0
27.7,52,0,16,22,1,0
29.7,52,0,21,22,0,0
26.9,39,0,2,22,1,1
27.8,35,0,16,22,1,1
18.6,40,1,11,0,1,1
29.4,64,1,23,22,0,0
18.0,81,0,11,0,0,1
29.3,50,0,19,22,0,0
29.9,61,0,9,22,0,0
25.7,31,0,6,22,0,0
29.7,84,1,9,22,1,1
23.5,22,1,17,0,0,0
18.9,28,1,21,0,1,1
21.6,70,0,5,0,1,0
23.9,35,0,6,0,1,1
16.1,22,0,16,24,0,0
24.3,43,0,11,0,1,0
29.7,32,0,16,22,0,0
17.9,21,1,17,24,0,0
26.9,90,1,13,22,1,1
28.6,40,1,10,22,1,1
29.2,38,1,1,22,0,0
29.4,66,0,20,22,0,0
22.8,41,0,0,0,0,0
29.7,52,0,10,22,1,1
26.4,51,0,1,22,1,0
17.4,83,0,15,24,0,0
22.2,58,1,21,0,0,0
25.8,61,0,2,22,1,0
18.7,28,0,19,0,0,0
24.6,44,0,0,0,1,0
25.0,21,0,20,0,0,0
17.4,38,0,19,24,0,0
23.5,39,0,7,0,1,0
26.6,89,0,18,22,1,1
22.5,36,1,0,0,0,0
15.2,87,0,4,24,0,0
15.1,22,0,0,24,0,0
20.4,70,0,10,0,1,0
28.9,45,1,20,22,1,1
18.4,75,0,8,0,1,0
24.5,83,1,4,0,0,1
18.3,27,1,1,0,1,1
19.8,56,1,12,0,0,0
27.7,46,0,17,22,0,0
25.9,64,0,11,22,1,0
16.4,23,0,13,24,0,0
21.4,56,0,4,0,0,0
15.4,90,0,23,24,0,0
22.2,52,1,9,0,1,1
24.9,50,1,19,0,1,1
16.8,74,0,1,24,0,0
19.3,31,0,3,0,1,1
21.0,30,1,11,0,1,1
28.8,51,0,10,22,1,0
29.9,76,0,3,22,0,0
15.7,57,0,10,24,0,0
26.4,79,1,8,22,0,0
20.6,38,0,9,0,1,0
20.9,75,1,5,0,1,1
26.3,33,0,14,22,1,0
28.8,52,0,9,22,0,0
29.3,29,0,21,22,0,0
23.7,83,0,20,0,0,0
20.4,83,0,5,0,0,0
26.8,81,0,0,22,1,1
18.8,87,1,20,0,1,1
23.5,62,0,21,0,1,0
20.4,78,1,23,0,1,1
24.8,71,1,19,0,1,1
18.6,38,1,20,0,0,0
17.9,40,1,3,24,1,1
28.8,41,0,22,22,1,0
16.5,28,0,21,24,0,1
22.6,28,1,13,0,1,1
18.3,46,1,19,0,1,1
15.6,36,1,21,24,0,0
15.5,63,0,19,24,0,0
17.6,64,0,7,24,0,1
28.0,27,0,10,22,0,0
19.2,37,1,14,0,0,1
29.3,52,0,18,22,1,0
23.7,20,0,7,0,0,0
21.5,25,0,12,0,1,0
23.7,60,0,17,0,1,0
22.8,74,0,21,0,1,0
26.4,24,1,23,22,1,1
19.2,78,1,16,0,1,1
20.3,37,0,5,0,1,0
28.4,68,0,14,22,0,0
29.2,84,1,12,22,0,0
28.4,73,0,17,22,1,0
21.3,80,1,10,0,1,1
26.7,27,0,12,22,1,1
22.1,22,0,0,0,1,0
22.5,44,0,17,0,1,0
18.1,88,1,4,0,0,0
23.9,74,0,5,0,1,1
17.8,59,0,0,24,1,0
20.0,69,0,6,0,0,1
27.8,52,0,3,22,0,0
18.1,37,0,8,0,0,0
16.1,76,0,14,24,1,0
16.0,35,0,5,24,0,0
29.1,57,0,16,22,1,0
22.6,60,0,19,0,0,0
21.1,26,0,17,0,0,0
27.2,72,0,21,22,1,1
27.5,82,0,3,22,0,0
20.0,51,0,8,0,0,1
25.4,57,0,13,22,0,0
26.6,41,0,2,22,1,0
24.8,35,0,0,0,0,1
17.3,71,0,10,24,1,0
28.1,48,0,0,22,1,0
23.1,35,0,11,0,0,0
19.2,36,1,8,0,0,1
21.4,83,1,4,0,0,0
15.6,32,0,14,24,1,0
16.9,75,0,17,24,0,0
26.5,24,1,8,22,1,1
15.0,31,1,12,24,1,1
21.2,60,0,12,0,0,0
22.8,22,0,23,0,1,0
15.8,52,0,12,24,0,0
29.6,69,0,9,22,1,0
18.4,75,0,9,0,0,0
19.6,28,0,21,0,1,0
19.6,69,1,6,0,1,1
18.5,48,0,21,0,0,0
15.0,58,0,4,24,1,0
25.9,64,0,19,22,1,0
29.5,36,0,6,22,0,0
18.4,75,0,19,0,1,0
24.9,65,0,9,0,0,0
26.1,86,0,9,22,1,0
27.7,88,0,20,22,0,1
21.3,33,1,23,0,1,1
19.5,86,0,12,0,0,0
19.9,42,0,14,0,0,0
25.7,80,0,5,22,0,0
27.3,42,0,19,22,1,1
17.7,46,0,11,24,1,0
20.6,73,0,18,0,1,0
28.5,29,0,10,22,1,0
27.1,35,0,5,22,1,0
29.8,60,1,0,22,1,1
26.3,74,0,1,22,1,0
20.9,80,0,22,0,0,0
23.9,68,0,14,0,1,0
24.9,71,1,3,0,1,1
16.2,21,0,4,24,0,0
23.2,69,0,14,0,1,0
25.6,62,1,10,22,1,1
17.5,27,0,9,24,0,0
26.7,78,0,16,22,0,1
23.8,84,0,1,0,0,0
29.3,31,1,19,22,0,0
15.6,23,1,23,24,0,1
19.0,60,1,9,0,0,1
24.0,26,1,19,0,0,0
19.4,88,1,2,0,1,1
25.7,88,0,18,22,0,0
26.4,49,1,4,22,0,1
16.5,25,0,2,24,0,0
22.7,38,0,7,0,0,0
22.6,85,0,4,0,1,1
20.5,29,0,11,0,1,0
29.0,35,1,13,22,1,1
27.4,56,0,6,22,0,0
25.5,51,0,10,22,1,0
25.7,66,0,7,22,0,0
21.9,62,1,4,0,0,0
28.8,55,0,7,22,0,0
25.4,45,0,11,22,1,1
25.9,29,0,14,22,0,0
27.9,50,0,18,22,1,0
19.1,48,0,15,0,0,0
27.1,24,0,13,22,0,0
17.9,20,1,6,24,1,1
20.2,22,0,7,0,0,0
20.0,86,0,6,0,1,0
29.7,90,0,17,22,0,0
27.8,54,0,23,22,0,0
25.5,34,0,5,22,1,1
25.9,86,0,18,22,1,0
23.4,49,0,3,0,0,0
29.2,62,1,22,22,1,1
22.4,79,0,2,0,1,1
20.7,59,0,16,0,0,0
17.4,84,0,21,24,1,0
26.8,48,0,18,22,0,1
26.0,38,0,14,22,0,1
20.8,22,0,5,0,1,1
15.4,55,1,11,24,0,0
27.6,62,0,18,22,1,1
15.2,34,0,5,24,0,0
25.6,60,1,10,22,0,0
29.6,55,0,19,22,1,0
21.6,52,1,19,0,1,1
18.5,24,0,9,0,1,0
25.6,33,0,15,22,0,0
27.3,87,0,17,22,0,0
23.2,66,1,13,0,1,1
29.5,73,1,3,22,1,1
15.8,23,0,11,24,0,0
22.6,28,0,19,0,0,0
25.8,72,0,22,22,0,0
27.9,79,0,20,22,0,0
17.7,65,0,7,24,1,0
27.0,73,0,6,22,0,0
23.3,56,0,8,0,0,0
20.9,42,0,23,0,0,0
17.0,46,0,16,24,0,0
28.0,89,1,9,22,0,0
17.4,85,1,2,24,1,1
19.6,80,0,20,0,1,1
19.4,70,1,7,0,0,0
28.1,69,0,13,22,1,0
25.1,38,1,6,22,1,1
27.0,20,0,15,22,0,1
18.8,59,0,17,0,0,0
24.4,51,1,10,0,0,0
23.6,41,0,5,0,0,0
27.5,85,1,19,22,1,1
28.6,59,1,20,22,0,0
15.2,57,1,13,24,1,1
25.1,67,0,20,22,1,1
15.8,74,0,12,24,0,1
23.2,74,0,3,0,1,1
19.3,70,1,19,0,0,0
19.6,79,0,19,0,0,0
20.3,27,0,10,0,1,0
24.3,87,0,17,0,0,0
20.0,28,0,0,0,0,0
26.0,21,0,11,22,1,0
21.1,89,0,17,0,1,1
16.0,78,1,6,24,0,1
26.8,38,0,11,22,0,0
19.3,47,1,0,0,1,1
21.5,33,0,21,0,1,0
25.3,43,0,3,22,0,1
20.0,63,0,17,0,1,0
15.8,75,0,14,24,1,1
20.6,70,0,2,0,1,0
29.2,51,1,6,22,1,1
24.6,69,0,5,0,1,0
25.1,60,0,14,22,0,1
24.5,85,0,14,0,0,1
18.0,44,1,5,0,1,1
21.3,80,0,7,0,1,0
26.3,85,0,7,22,1,1
16.5,61,0,21,24,0,0
19.2,84,1,0,0,1,1
19.1,55,0,12,0,0,1
21.5,28,0,22,0,1,1
29.7,55,0,23,22,0,0
16.0,57,1,20,24,1,1
22.8,52,0,12,0,0,0
17.7,61,1,10,24,1,1
29.6,80,0,3,22,0,1
16.7,65,0,6,24,1,0
21.1,80,0,11,0,1,1
26.1,37,1,12,22,1,1
25.6,89,0,21,22,1,0
21.3,34,1,11,0,0,1
20.2,67,0,15,0,0,0
21.0,32,1,5,0,1,1
19.0,62,0,13,0,0,1
18.1,79,0,18,0,1,1
22.2,76,0,15,0,1,0
19.0,90,0,3,0,0,0
19.3,36,0,4,0,0,0
24.9,69,0,8,0,0,1
29.5,51,0,23,22,0,1
24.1,41,0,2,0,1,0
16.2,74,0,21,24,1,0
16.1,76,0,9,24,0,1
29.3,32,0,16,22,0,0
19.5,66,0,18,0,1,1
16.4,81,0,9,24,0,1
24.0,73,0,11,0,0,1
24.4,48,1,22,0,0,0
24.7,41,1,6,0,1,1
19.0,84,0,17,0,0,0
15.2,48,0,18,24,0,0
29.5,67,0,14,22,1,0
18.8,24,0,6,0,0,0
25.1,54,0,11,22,1,0
25.6,90,0,21,22,0,0
24.2,65,0,6,0,0,0
19.7,54,0,9,0,0,1
19.1,64,0,23,0,0,0
24.0,32,0,21,0,0,0
28.0,29,0,19,22,0,0
29.2,85,0,9,22,0,0
16.6,89,0,22,24,0,1
17.3,44,1,4,24,1,1
29.2,63,1,17,22,1,1
26.0,79,0,8,22,1,0
28.2,66,0,15,22,1,1
18.0,59,0,6,0,1,0
23.8,26,0,9,0,0,0
25.5,65,0,4,22,0,0
25.2,42,0,6,22,0,0
21.1,65,0,4,0,1,0
15.2,32,0,14,24,1,1
23.7,40,1,18,0,1,1
18.8,20,1,9,0,0,1
21.8,38,0,7,0,1,0
29.4,79,0,23,22,0,0
21.0,52,0,8,0,0,1
27.6,23,1,10,22,1,1
17.8,22,1,21,24,0,0
25.1,71,1,1,22,0,1
29.7,47,0,2,22,1,1
16.5,89,1,12,24,1,1
15.1,89,0,10,24,0,0
21.5,74,1,9,0,0,0
16.4,76,1,14,24,1,1
26.2,35,0,5,22,0,0
28.7,43,0,0,22,0,0
21.5,88,1,13,0,0,0
18.9,60,0,17,0,1,0
21.5,66,0,23,0,0,1
25.9,88,0,10,22,0,0
15.1,50,0,7,24,0,0
23.8,49,0,21,0,0,1
24.2,37,0,2,0,0,0
24.6,63,0,13,0,1,0
18.6,46,0,1,0,1,0
25.7,45,0,15,22,1,1
16.4,79,0,5,24,1,0
18.0,37,0,0,0,1,0
28.2,75,0,13,22,1,1
26.1,50,0,9,22,1,0
15.2,78,1,5,24,1,1
18.7,21,0,8,0,0,0
18.2,58,1,6,0,0,1
19.1,80,0,1,0,1,0
18.7,82,1,10,0,1,1
15.9,37,0,13,24,1,1
21.9,36,0,4,0,1,1
26.0,58,0,8,22,1,0
24.1,90,0,6,0,1,1
25.1,73,0,13,22,0,0
16.2,54,0,15,24,1,0
29.3,30,0,21,22,1,1
27.6,80,1,15,22,1,1
27.1,63,0,6,22,0,0
27.3,87,0,9,22,1,0
29.0,44,0,20,22,1,0
23.2,67,0,5,0,0,0
18.0,51,1,16,0,0,0
24.3,23,1,0,0,1,1
26.1,57,1,1,22,0,0
26.1,82,1,13,22,1,1
22.8,66,0,3,0,0,0
16.0,20,0,8,24,0,0
20.6,22,0,22,0,0,0
28.8,81,1,5,22,0,0
23.8,83,1,16,0,0,0
23.1,36,0,20,0,1,0
19.0,81,0,10,0,0,0
20.5,54,1,3,0,1,1
28.4,32,0,20,22,1,0
25.0,54,1,8,0,1,1
26.8,62,0,15,22,0,1
21.8,21,0,2,0,1,0
24.5,75,0,3,0,0,0
18.7,70,0,23,0,0,1
25.6,73,0,2,22,1,1
21.4,35,0,12,0,0,0
21.6,37,1,18,0,1,1
24.7,26,0,20,0,1,0
29.0,64,1,0,22,0,0
16.0,55,0,22,24,0,0
27.4,60,1,22,22,1,1
19.4,61,0,5,0,1,1
21.7,26,0,21,0,1,0
15.3,34,0,2,24,0,0
19.5,79,0,2,0,0,0
22.5,59,1,15,0,0,0
15.8,56,0,9,24,0,0
22.4,85,0,16,0,0,0
28.9,74,1,6,22,0,1
16.6,75,0,12,24,0,1
26.5,63,1,10,22,1,1
21.1,76,0,9,0,1,1
24.8,25,1,6,0,0,0
18.9,51,0,23,0,1,0
17.4,37,1,5,24,1,1
17.4,87,0,23,24,1,0
16.1,26,0,0,24,1,0
17.8,27,0,16,24,0,0
25.0,83,0,11,0,0,1
28.2,26,0,3,22,0,0
27.2,60,0,2,22,0,0
25.3,59,0,5,22,1,0
16.7,22,1,15,24,1,1
19.3,36,0,12,0,0,0
19.6,85,1,8,0,1,1
18.7,71,0,10,0,1,0
22.7,41,0,19,0,0,0
23.0,23,1,20,0,1,1
20.4,25,1,12,0,0,0
20.3,57,0,22,0,1,0
27.4,45,0,18,22,0,0
26.8,30,0,2,22,0,0
19.6,36,0,11,0,1,0
28.7,50,0,18,22,1,0
29.3,54,0,7,22,0,0
19.9,35,0,13,0,1,0
20.3,37,0,21,0,1,0
22.6,81,1,8,0,0,0
29.1,46,1,23,22,0,1
28.1,54,0,16,22,0,0
16.5,64,0,5,24,0,1
20.9,54,0,3,0,1,1
23.3,47,1,3,0,1,1
22.5,28,0,18,0,1,1
17.9,34,0,11,24,1,0
27.9,40,0,1,22,0,0
25.2,71,0,16,22,0,0
27.6,54,0,14,22,1,0
27.9,70,1,9,22,1,1
26.2,74,0,2,22,0,0
21.6,63,0,19,0,0,0
24.2,84,0,3,0,1,0
17.4,44,0,21,24,0,1
25.1,66,0,0,22,0,1
17.7,75,0,0,24,1,0
25.4,57,0,17,22,1,0
18.4,30,1,3,0,1,1
16.8,86,1,22,24,1,1
17.5,34,0,21,24,0,1
15.0,20,1,14,24,1,1
25.8,26,1,22,22,0,0
26.0,20,0,20,22,1,0
22.7,68,0,21,0,0,0
17.4,48,0,9,24,1,0
16.3,45,0,16,24,1,0
15.3,64,1,21,24,0,1
17.5,90,0,11,24,1,0
28.4,31,0,19,22,0,0
18.6,51,0,11,0,0,0
20.3,39,0,15,0,0,0
16.6,70,0,4,24,1,1
18.3,55,0,15,0,1,0
22.8,86,0,16,0,0,1
24.1,20,1,22,0,0,1
18.7,46,1,14,0,1,1
15.9,59,1,12,24,0,0
20.9,33,1,7,0,1,1
18.5,88,1,20,0,1,1
18.3,25,0,1,0,1,1
29.4,52,0,7,22,1,0
24.2,74,0,9,0,0,0
23.4,38,0,6,0,1,0
21.2,48,0,9,0,0,1
21.4,80,1,3,0,0,0
23.1,89,0,10,0,0,0
25.4,43,0,8,22,1,0
25.5,42,0,3,22,1,0
17.6,29,0,2,24,0,0
22.5,73,1,10,0,1,1
21.2,60,0,2,0,0,0
28.1,68,0,17,22,1,0
24.5,36,0,18,0,0,0
23.0,75,1,13,0,1,1
16.7,64,0,23,24,1,0
24.1,49,0,10,0,0,0
16.8,63,1,23,24,1,1
20.1,74,0,1,0,0,0
17.1,38,0,1,24,1,1
25.4,48,0,1,22,1,1
18.1,21,1,9,0,1,1
20.9,55,0,22,0,0,0
28.4,38,0,14,22,1,0
18.1,26,0,21,0,0,1
22.6,45,0,11,0,1,0
21.3,57,0,10,0,1,0
15.3,22,0,16,24,1,1
26.9,85,0,17,22,1,0
16.0,90,0,13,24,0,0
22.1,62,0,16,0,1,0
23.4,81,0,14,0,0,0
24.4,90,0,11,0,0,1
25.3,43,0,15,22,1,0
18.8,58,0,22,0,1,0
15.1,87,1,5,24,0,0
25.9,63,0,1,22,1,0
23.0,24,0,1,0,0,0
27.5,74,0,15,22,0,0
27.3,49,0,1,22,0,0
27.6,48,1,7,22,1,1
22.3,45,0,6,0,1,0
20.0,45,0,0,0,1,0
26.9,56,0,3,22,0,0
21.8,72,0,10,0,1,0
17.8,49,0,19,24,0,0
27.8,22,0,6,22,1,0
28.2,62,1,17,22,1,1
22.0,26,1,3,0,0,0
16.1,68,0,16,24,1,0
20.8,60,0,10,0,1,0
27.1,73,1,10,22,0,0
28.5,88,0,19,22,1,0
18.1,46,0,10,0,1,0
16.0,27,1,14,24,0,0
28.2,51,0,13,22,1,1
20.8,83,0,16,0,1,1
23.1,29,0,1,0,0,0
29.5,32,0,17,22,0,1
16.0,82,1,15,24,1,1
24.7,54,0,11,0,1,0
16.1,80,1,9,24,0,0
20.6,73,0,15,0,0,1
27.1,27,0,2,22,1,0
21.5,48,0,7,0,0,0
30.0,60,0,21,22,0,1
23.4,49,0,21,0,1,1
19.8,40,0,23,0,1,0
18.3,30,1,1,0,0,0
20.3,21,1,21,0,0,0
20.6,69,0,0,0,0,0
16.0,60,0,13,24,0,1
20.5,85,1,3,0,0,0
22.0,22,0,3,0,0,1
25.8,70,0,8,22,0,0
24.9,87,1,2,0,0,0
25.6,44,0,4,22,1,0
15.1,49,0,0,24,0,0
18.3,30,0,21,0,0,0
24.9,36,0,18,0,0,0
22.3,45,0,0,0,0,0
15.1,42,0,9,24,1,0
27.1,75,1,21,22,0,0
26.6,71,0,11,22,1,0
23.2,67,0,9,0,0,0
16.0,39,0,1,24,1,0
26.5,21,1,15,22,0,0
23.8,50,1,7,0,0,0
26.7,46,1,13,22,0,0
26.3,21,0,14,22,0,0
27.0,23,1,15,22,1,1
22.8,32,0,10,0,0,0
17.1,54,0,11,24,1,0
25.1,85,0,1,22,0,0
24.3,25,0,3,0,0,0
26.1,50,1,2,22,0,0
17.5,29,0,8,24,1,0
17.9,40,0,17,24,0,0
28.4,42,0,18,22,0,0
26.2,22,0,6,22,0,0
28.6,51,0,3,22,1,0
26.4,39,0,5,22,1,0
24.0,48,0,18,0,0,1
24.8,71,0,0,0,0,0
28.3,65,1,15,22,0,0
23.7,53,1,10,0,0,1
24.5,80,1,21,0,1,1
17.3,90,1,3,24,0,0
22.1,89,0,17,0,0,0
25.7,30,1,22,22,1,1
19.1,82,0,4,0,0,0
18.0,40,1,21,0,0,0
19.7,22,0,5,0,0,1
18.6,29,1,1,0,0,0
18.2,46,0,11,0,1,0
21.4,31,0,21,0,1,0
28.6,26,0,8,22,0,0
22.6,36,0,19,0,0,1
17.8,84,1,11,24,0,0
16.2,83,0,12,24,0,1
25.4,45,0,21,22,1,1
20.7,34,1,22,0,0,0
27.3,52,0,16,22,1,0
24.9,81,0,4,0,1,0
26.9,66,0,19,22,1,0
19.1,54,0,12,0,1,0
25.4,84,1,12,22,1,1
19.0,44,1,9,0,1,1
29.1,76,1,14,22,1,1
24.5,51,0,14,0,0,1
19.9,82,0,17,0,1,1
19.0,31,0,17,0,1,1
17.9,82,1,1,24,0,0
25.4,20,0,22,22,1,1
18.3,70,0,10,0,1,0
23.9,89,0,12,0,1,0
19.0,27,0,10,0,0,0
24.9,87,1,3,0,1,1
27.2,24,0,14,22,1,0
26.7,58,0,21,22,1,0
26.4,42,0,22,22,1,0
17.8,87,1,10,24,0,0
16.3,71,0,17,24,0,0
25.5,23,0,15,22,1,1
20.5,66,0,9,0,0,0
21.5,40,0,11,0,1,0
15.5,75,1,12,24,0,1
18.9,85,0,8,0,0,1
15.5,78,1,20,24,0,1
28.2,26,0,12,22,0,0
18.7,68,1,5,0,0,0
23.4,35,1,5,0,0,0
15.6,36,0,10,24,0,0
25.0,53,0,18,0,1,0
19.8,52,0,10,0,1,0
28.5,45,0,9,22,0,1
28.3,85,0,22,22,1,0
19.9,82,0,14,0,0,0
28.5,60,1,12,22,0,0
29.9,77,0,22,22,1,0
27.4,29,1,7,22,0,0
27.7,34,0,4,22,0,0
18.7,61,0,1,0,0,0
23.7,76,1,15,0,1,1
16.0,36,0,12,24,0,1
16.4,79,0,18,24,1,0
30.0,28,1,8,22,0,0
19.9,55,1,14,0,0,0
26.2,55,0,5,22,1,0
27.1,67,0,7,22,0,0
27.9,70,0,23,22,1,0
30.0,89,0,13,22,1,0
18.6,87,0,4,0,0,0
15.6,41,0,16,24,0,0
21.2,25,0,21,0,1,0
17.0,45,1,6,24,0,0
15.3,22,1,8,24,0,0
20.4,71,0,15,0,0,0
26.8,79,0,17,22,1,0
23.5,82,0,12,0,1,1
19.7,84,0,17,0,1,0
24.8,71,0,9,0,0,0
18.5,33,0,0,0,1,0
15.2,87,0,20,24,0,0
26.5,47,1,17,22,0,0
24.4,90,1,18,0,1,1
26.4,29,1,1,22,1,1
15.6,76,0,3,24,1,0
27.6,85,0,10,22,0,0
24.3,69,0,2,0,1,0
23.5,33,1,8,0,1,1
24.4,35,0,9,0,0,0
28.0,73,0,1,22,0,0
23.8,62,0,6,0,0,0
23.7,61,0,14,0,0,0
29.9,41,0,18,22,1,0
26.4,87,0,9,22,0,0
21.6,38,0,23,0,1,0
25.6,85,0,19,22,1,0
20.8,58,0,13,0,1,1
18.4,38,0,3,0,0,1
24.0,35,1,10,0,1,1
28.9,73,0,2,22,0,0
28.9,44,0,22,22,1,0
20.1,37,0,16,0,1,0
22.9,42,1,6,0,0,0
18.2,30,0,10,0,1,0
29.9,58,0,17,22,0,0
29.7,87,0,13,22,1,0
24.7,44,0,13,0,1,0
27.1,82,0,5,22,1,0
25.7,49,0,8,22,0,1
23.9,64,1,21,0,1,1
15.8,80,1,2,24,1,1
21.8,70,1,16,0,0,0
25.1,28,0,11,22,1,0
25.2,21,1,3,22,1,1
20.6,24,0,19,0,1,0
29.1,81,0,15,22,0,0
17.5,88,1,23,24,0,0
22.5,71,0,9,0,0,0
25.4,24,0,6,22,0,1
25.5,78,0,9,22,1,1
24.7,87,0,6,0,0,0
19.1,28,1,22,0,0,0
17.3,41,0,17,24,1,1
24.5,46,0,8,0,0,0
24.0,29,0,21,0,0,0
17.7,80,1,17,24,1,1
25.6,70,0,16,22,1,0
21.8,29,0,10,0,1,0
25.0,25,1,0,0,1,1
27.6,81,0,16,22,0,0
17.5,24,0,3,24,1,0
15.3,89,1,3,24,0,0
26.7,82,0,13,22,0,0
24.1,75,1,8,0,0,0
25.5,78,0,12,22,0,0
27.6,82,1,15,22,0,0
27.0,78,1,0,22,1,1
29.4,70,0,2,22,1,0
23.0,69,0,18,0,0,0
22.3,23,1,7,0,1,1
21.0,67,0,17,0,1,0
17.3,51,0,5,24,0,0
23.6,70,0,19,0,0,0
19.2,71,1,5,0,0,0
28.8,53,1,4,22,0,0
23.7,55,0,11,0,1,0
23.9,89,0,8,0,0,0
